listing-location,price,bed,bath,listing-floorarea,harga_permeter_persegi,price_formatted,district,sub-district,area
"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",743540000.0,2.0,1.0,40.0,9294250.0,"743,540,000",Ciputat,Ciputat,
"Jl RE martadinata ciputat gaplek, Ciputat, Tangerang Selatan, Banten",980000000.0,2.0,1.0,60.0,8166667.0,"980,000,000",Ciputat,Ciputat,
"Jl.Cilalung 3 jombang,ciputat,tangsel, Ciputat, Tangerang Selatan, Banten",619240000.0,2.0,1.0,36.0,10320667.0,"619,240,000",Ciputat,Ciputat,
"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",664440000.0,2.0,1.0,40.0,11074000.0,"664,440,000",Ciputat,Ciputat,
"Jl salak pamulang, Pamulang, Tangerang Selatan, Banten",925000000.0,3.0,2.0,80.0,11858974.0,"925,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",4500000000.0,4.0,4.0,150.0,42857143.0,"4,500,000,000",,Bintaro,Bintaro
"Jl, puspitek raya, cluster the spring Blok SC-36, Serpong Utara, Tangerang Selatan, Banten",1200000000.0,2.0,2.0,55.0,16666667.0,"1,200,000,000",Serpong,Serpong Utara,Serpong
"Setu, Tangerang Selatan, Banten",4250000000.0,8.0,5.0,350.0,1776756.0,"4,250,000,000",Setu,,
"Jl.Griya Loka, BSD, Tangerang Selatan, Banten",3000000000.0,4.0,4.0,200.0,8174387.0,"3,000,000,000",,,BSD
"Jl. PLN no.1, cluster swadaya asri 3, Pondok Aren, Tangerang Selatan, Banten",1310000000.0,3.0,2.0,75.0,13100000.0,"1,310,000,000",Pondok Aren,Pondok Aren,
"Jl. Perumahan River Park Bintaro Sektor 8, Bintaro, Tangerang Selatan, Banten",4700000000.0,4.0,4.0,295.0,14733542.0,"4,700,000,000",,Bintaro,Bintaro
"Jl bukit nusa indah serua ciputat, Ciputat, Tangerang Selatan, Banten",1950000000.0,4.0,2.0,210.0,14444444.0,"1,950,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",22000000000.0,10.0,9.0,968.0,30985915.0,"22,000,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",3300000000.0,6.0,3.0,210.0,22000000.0,"3,300,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",3200000000.0,4.0,3.0,150.0,15609756.0,"3,200,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",5000000000.0,6.0,5.0,400.0,25000000.0,"5,000,000,000",,Bintaro,Bintaro
"vila melati mas serpong, Serpong, Tangerang Selatan, Banten",7800000000.0,5.0,3.0,600.0,7823470.0,"7,800,000,000",Serpong,Serpong,Serpong
"Jl Grand Boulevard BSD City Pagedangan Tangerang, BSD, Tangerang Selatan, Banten",25485000000.0,5.0,4.0,557.0,50970000.0,"25,485,000,000",,,BSD
"Delatinos BSD City, BSD, Tangerang Selatan, Banten",9900000000.0,4.0,4.0,527.0,22448980.0,"9,900,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",1350000000.0,2.0,2.0,46.0,27000000.0,"1,350,000,000",Serpong,Serpong,Gading Serpong
"Bintaro, Tangerang Selatan, Banten",6500000000.0,7.0,5.0,299.0,25490196.0,"6,500,000,000",,Bintaro,Bintaro
"Jl Grand Boulevard BSD City Pagedangan, BSD, Tangerang Selatan, Banten",37070000000.0,5.0,4.0,635.0,56943164.0,"37,070,000,000",,,BSD
"Pamulang, Pamulang, Tangerang Selatan, Banten",1400000000.0,3.0,2.0,125.0,10000000.0,"1,400,000,000",Pamulang,,Pamulang
"Jln . Dewi sartika, Ciputat, Tangerang Selatan, Banten",400000000.0,2.0,1.0,45.0,6060606.0,"400,000,000",Ciputat,Ciputat,
"Jln.viktor, Pamulang, Tangerang Selatan, Banten",425000000.0,2.0,1.0,45.0,6439394.0,"425,000,000",Pamulang,,Pamulang
"Jln.pendidikan, Pamulang, Tangerang Selatan, Banten",400000000.0,2.0,1.0,45.0,6060606.0,"400,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",3700000000.0,4.0,3.0,180.0,24666667.0,"3,700,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",5800000000.0,5.0,4.0,210.0,15303430.0,"5,800,000,000",,,BSD
"Jl Grand Boulevard BSD City Padegangan, Alam Sutera, Tangerang Selatan, Banten",60345636000.0,5.0,4.0,635.0,63993251.0,"60,345,636,000",,,BSD
"green cove bsd, BSD, Tangerang Selatan, Banten",8500000000.0,4.0,3.0,330.0,25373134.0,"8,500,000,000",,,BSD
"sheffield greenwich bsd, BSD, Tangerang Selatan, Banten",4600000000.0,4.0,3.0,235.0,18039216.0,"4,600,000,000",,,BSD
"Puri Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",6700000000.0,4.0,4.0,800.0,10651828.0,"6,700,000,000",,Bintaro,Bintaro
"cosmo icon bsd, BSD, Tangerang Selatan, Banten",1650000000.0,2.0,1.0,60.0,15714286.0,"1,650,000,000",,,BSD
"jl. pajak raya cikadu jurangmangu, Pondok Aren, Tangerang Selatan, Banten",10000000000.0,4.0,4.0,500.0,9302326.0,"10,000,000,000",Pondok Aren,Pondok Aren,
"taman giriloka bsd, BSD, Tangerang Selatan, Banten",8300000000.000001,3.0,3.0,305.0,13495935.0,"8,300,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",3700000000.0,4.0,4.0,132.0,28906250.0,"3,700,000,000",Serpong,Serpong,Gading Serpong
"komplek jambu sari pisangan ciputat, Ciputat, Tangerang Selatan, Banten",4500000000.0,5.0,6.0,263.0,22500000.0,"4,500,000,000",Ciputat,Ciputat,
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",1870000000.0,4.0,4.0,102.0,14841270.0,"1,870,000,000",Ciputat,Ciputat,Cirendeu
"Pisangan, Ciputat, Tangerang Selatan, Banten",1350000000.0,4.0,2.0,78.0,16875000.0,"1,350,000,000",Ciputat,Ciputat,
"Serpong, Tangerang Selatan, Banten",1000000000.0,3.0,2.0,70.0,13888889.0,"1,000,000,000",Serpong,Serpong,Serpong
"precia eminent bsd, BSD, Tangerang Selatan, Banten",2650000000.0,3.0,2.0,84.0,23660714.0,"2,650,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2950000000.0,5.0,3.0,150.0,20486111.0,"2,950,000,000",,Bintaro,Bintaro
"Sutera Feronia Park, Serpong Utara, Tangerang Selatan, Banten",2800000000.0,5.0,2.0,200.0,23529412.0,"2,800,000,000",Serpong,Serpong Utara,Serpong
"Ciputat, Serua, Jombang, Bintaro, Pondok Aren, Ciputat, Tangerang Selatan, Banten",850000000.0,3.0,2.0,95.0,7083333.0,"850,000,000",Ciputat,Ciputat,Bintaro
"Jl Betawi, Pamulang, Tangerang Selatan, Banten",560000000.0,2.0,1.0,45.0,10769231.0,"560,000,000",Pamulang,,Pamulang
"Depan QBig BSD 100 meter dari jalan bumi foresta, BSD, Tangerang Selatan, Banten",999000000.0,3.0,2.0,85.0,16650000.0,"999,000,000",,,BSD
"Ciputat, Tangerang Selatan, Banten",2450000000.0,3.0,3.0,185.0,28823529.0,"2,450,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,4.0,300.0,13126492.0,"5,500,000,000",,Bintaro,Bintaro
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2550000000.0,3.0,3.0,92.0,20078740.0,"2,550,000,000",,Bintaro,Bintaro
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",3900000000.0,4.0,3.0,165.0,26000000.0,"3,900,000,000",,Bintaro,Bintaro
"bintaro, Bintaro, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,92.0,13978495.0,"1,300,000,000",,Bintaro,Bintaro
"TAMAN GIRI LOKA, BSD, BSD, Tangerang Selatan, Banten",6750000000.0,4.0,3.0,500.0,17904509.0,"6,750,000,000",,,BSD
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",6450000000.0,5.0,4.0,300.0,25294118.0,"6,450,000,000",,Bintaro,Bintaro
"LANCEWOOD - NAVAPARK, BSD CITY, BSD, Tangerang Selatan, Banten",8300000000.000001,3.0,3.0,285.0,37727273.0,"8,300,000,000",,,BSD
"Delatinos, BSD, BSD, Tangerang Selatan, Banten",5800000000.0,6.0,4.0,300.0,14646465.0,"5,800,000,000",,,BSD
"BINTARO RIVER PARK, Bintaro, Bintaro, Tangerang Selatan, Banten",5400000000.0,3.0,4.0,250.0,20224719.0,"5,400,000,000",,Bintaro,Bintaro
"SUTERA DELIMA, ALAM SUTERA, Alam Sutera, Tangerang Selatan, Banten",3700000000.0,5.0,3.0,150.0,18500000.0,"3,700,000,000",,,Alam Sutera
"MENAGGIO VILLAGE, Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",3600000000.0,4.0,3.0,181.0,21052632.0,"3,600,000,000",Serpong,Serpong,Gading Serpong
"Parigi Lama Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",1700000000.0,3.0,2.0,150.0,4521277.0,"1,700,000,000",Pondok Aren,Pondok Aren,
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",6000000000.0,4.0,3.0,219.0,23622047.0,"6,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",7900000000.0,4.0,3.0,248.0,46470588.0,"7,900,000,000",,Bintaro,Bintaro
"Ciputat Timur, Tangerang Selatan, Banten",3200000000.0,4.0,2.0,250.0,5315615.0,"3,200,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",700000000.0,2.0,2.5,40.0,9722222.0,"700,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",3300000000.0,5.0,3.0,200.0,13200000.0,"3,300,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",8250000000.0,5.0,4.0,310.0,34663866.0,"8,250,000,000",,Bintaro,Bintaro
". Pasar Kemis, Alam Sutera, Tangerang Selatan, Banten",4200000000.0,4.0,4.0,200.0,23333333.0,"4,200,000,000",,,Alam Sutera
"Bintaro, Tangerang Selatan, Banten",3650000000.0,5.0,5.0,200.0,13825758.0,"3,650,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",900000000.0,2.0,2.0,80.0,15000000.0,"900,000,000",,Bintaro,Bintaro
"Serpong Utara, Tangerang Selatan, Banten",1250000000.0,2.0,1.0,54.0,11904762.0,"1,250,000,000",Serpong,Serpong Utara,Serpong
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",14500000000.0,5.0,4.0,350.0,44891641.0,"14,500,000,000",,Bintaro,Bintaro
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2800000000.0,3.0,2.0,117.0,26666667.0,"2,800,000,000",,Bintaro,Bintaro
"Jl. BSD Raya Pusat, Pagedangan, Kec. Pagedangan, BSD, Tangerang Selatan, Banten",1800000000.0,4.0,3.0,88.0,25714286.0,"1,800,000,000",,,BSD
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",5500000000.0,4.0,3.0,185.0,26190476.0,"5,500,000,000",,Bintaro,Bintaro
"JL.sutra jelita utama no 88 Serpong Utara Banten, Alam Sutera, Tangerang Selatan, Banten",7650000000.0,7.0,5.0,480.0,17152466.0,"7,650,000,000",Serpong,Serpong Utara,Serpong
"Discovery, Bintaro, Tangerang Selatan, Banten",4300000000.0,5.0,4.0,224.0,27215190.0,"4,300,000,000",,Bintaro,Bintaro
"Ciputat Timur, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,110.0,30864198.0,"2,500,000,000",Ciputat,Ciputat,
"Bintaro sektor 5, Bintaro, Tangerang Selatan, Banten",3900000000.0,4.0,5.0,326.0,21666667.0,"3,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3200000000.0,5.0,3.0,200.0,26016260.0,"3,200,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2390000000.0,3.0,3.0,222.0,14753086.0,"2,390,000,000",,,BSD
"Pamulang Park Residence, Pamulang, Tangerang Selatan, Banten",950000000.0,2.0,1.0,60.0,7851240.0,"950,000,000",Pamulang,,Pamulang
"Jalan Soka, Serpong, Tangerang Selatan, Banten",2390000000.0,3.0,3.0,222.0,14753086.0,"2,390,000,000",Serpong,Serpong,Serpong
"Pamulang estate, Pamulang, Tangerang Selatan, Banten",2000000000.0,5.0,3.0,260.0,11111111.0,"2,000,000,000",Pamulang,,Pamulang
"Bintaro jaya sektor 2, Bintaro, Tangerang Selatan, Banten",7000000000.0,5.0,5.0,413.0,12152778.0,"7,000,000,000",,Bintaro,Bintaro
"Cluster Residence 39, Ciputat Timur, Tangerang Selatan, Banten",1850000000.0,4.0,3.0,162.0,18877551.0,"1,850,000,000",Ciputat,Ciputat,
"Perumahan Citra Prima Serpong 1, Setu, Tangerang Selatan, Banten",873800000.0,3.0,2.0,144.0,12136111.0,"873,800,000",Serpong,Serpong,Serpong
"Perumahan Citra Prima Serpong, Setu, Tangerang Selatan, Banten",873800000.0,3.0,2.0,144.0,12136111.0,"873,800,000",Serpong,Serpong,Serpong
"Pondok Aren, Tangerang Selatan, Banten",1685000000.0,3.0,3.0,105.0,23402778.0,"1,685,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",4350000000.0,3.0,3.0,200.0,36250000.0,"4,350,000,000",,Bintaro,Bintaro
"Discovery Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4000000000.0,4.0,3.0,152.0,33333333.0,"4,000,000,000",,Bintaro,Bintaro
"Cluster Malibu Village, BSD, Tangerang Selatan, Banten",1699000000.0,2.0,2.0,74.0,30339286.0,"1,699,000,000",,,BSD
"Jalan Boulevard IL Lago Gading Serpong BSD, Serpong, Tangerang Selatan, Banten",7689500000.0,5.0,4.0,229.0,38447500.0,"7,689,500,000",Serpong,Serpong,BSD
"Jalan Jenderal Gatot Subroto, Serpong, Tangerang Selatan, Banten",2385800000.0,3.0,2.0,96.0,19240323.0,"2,385,800,000",Serpong,Serpong,Serpong
"Jalan Illago Boulevard Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",4998800000.0,4.0,4.0,217.0,27771111.0,"4,998,800,000",Serpong,Serpong,Gading Serpong
"Jl. Limea Raya, Ciputat Timur, Tangerang Selatan, Banten",2900000000.0,3.0,3.0,200.0,7435897.0,"2,900,000,000",Ciputat,Ciputat,
"Jl. Alvania, Ciputat Timur, Tangerang Selatan, Banten",1650000000.0,5.0,3.0,200.0,5892857.0,"1,650,000,000",Ciputat,Ciputat,
"Jl. Menjangan Raya, Ciputat Timur, Tangerang Selatan, Banten",1350000000.0,4.0,2.0,120.0,18000000.0,"1,350,000,000",Ciputat,Ciputat,
"Jl. Meditran, Ciputat Timur, Tangerang Selatan, Banten",925000000.0,3.0,1.0,80.0,8043478.0,"925,000,000",Ciputat,Ciputat,
"The Greean road, BSD, Tangerang Selatan, Banten",3450000000.0,3.0,3.0,200.0,-2147483648.0,"3,450,000,000",,,BSD
"Jl. Anggrek, Ciputat Timur, Tangerang Selatan, Banten",325000000.0,2.0,1.0,70.0,9285714.0,"325,000,000",Ciputat,Ciputat,
"Cluster Kebayoran Symphony, Bintaro, Bintaro, Tangerang Selatan, Banten",5600000000.0,4.0,3.0,249.0,27450980.0,"5,600,000,000",,Bintaro,Bintaro
"Rumah Alam Sutra BSD  Sutra Delima Termurah, Alam Sutera, Tangerang Selatan, Banten",1800000000.0,6.0,3.5,99.0,15000000.0,"1,800,000,000",,,BSD
"Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",5000000000.0,8.0,4.0,250.0,7518797.0,"5,000,000,000",,Bintaro,Bintaro
"Emerald Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",5600000000.0,5.0,4.0,200.0,23236515.0,"5,600,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1750000000.0,3.0,3.0,94.0,20588235.0,"1,750,000,000",,Bintaro,Bintaro
"Pondok Cabe cinangka, Ciputat Timur, Tangerang Selatan, Banten",1450000000.0,3.0,2.0,96.0,13302752.0,"1,450,000,000",Ciputat,Ciputat,
"Jl raya Pamulang, Pamulang, Tangerang Selatan, Banten",460000000.0,2.0,1.0,40.0,7666667.0,"460,000,000",Pamulang,,Pamulang
"Jl.kihajar dewantara kampung sawah lama tangsel, Pamulang, Tangerang Selatan, Banten",1200000000.0,3.0,1.0,50.0,12371134.0,"1,200,000,000",Pamulang,,Pamulang
"Jl.kihajar dewantara kampung sawah ciputat tangsel, Bintaro, Tangerang Selatan, Banten",920000000.0,3.0,3.0,90.0,9484536.0,"920,000,000",Ciputat,Ciputat,Bintaro
"Mertilang Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",4900000000.0,5.0,4.0,250.0,14285714.0,"4,900,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",7500000000.0,5.0,4.0,221.0,36764706.0,"7,500,000,000",Pondok Aren,Pondok Aren,
"Ciputat, Ciputat Timur, Tangerang Selatan, Banten",14500000000.0,3.0,3.0,600.0,36159601.0,"14,500,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",8400000000.0,7.0,5.0,343.0,24705882.0,"8,400,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 3, Bintaro, Tangerang Selatan, Banten",3975000000.0,6.0,5.0,350.0,16562500.0,"3,975,000,000",,Bintaro,Bintaro
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",3500000000.0,5.0,3.0,250.0,19774011.0,"3,500,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",2000000000.0,3.0,3.0,130.0,33333333.0,"2,000,000,000",,Bintaro,Bintaro
"Discovery Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",4700000000.0,4.0,4.0,305.0,24102564.0,"4,700,000,000",,Bintaro,Bintaro
"Bintaro sektor 2 Area, Bintaro, Tangerang Selatan, Banten",1562000000.0,3.0,3.0,86.0,26033333.0,"1,562,000,000",,Bintaro,Bintaro
"Bintaro Jaya Sektor 5, Bintaro, Tangerang Selatan, Banten",8199999999.999999,7.0,6.0,500.0,8497409.0,"8,200,000,000",,Bintaro,Bintaro
"Pondok Cabe, Ciputat, Tangerang Selatan, Banten",1790000000.0,3.0,3.0,84.0,22948718.0,"1,790,000,000",Ciputat,Ciputat,
"bingtaro area sektor 1 Bintaro, Bintaro, Tangerang Selatan, Banten",3500000000.0,4.0,5.0,120.0,36082474.0,"3,500,000,000",,Bintaro,Bintaro
"Cirendeu, Ciputat, Tangerang Selatan, Banten",2550000000.0,4.0,4.0,200.0,17832168.0,"2,550,000,000",Ciputat,Ciputat,Cirendeu
"Bintaro, Tangerang Selatan, Banten",1975000000.0,4.0,4.0,110.0,20153061.0,"1,975,000,000",,Bintaro,Bintaro
"Mertilang, Bintaro, Tangerang Selatan, Banten",4900000000.0,5.0,4.0,250.0,14285714.0,"4,900,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,78.0,27777778.0,"2,000,000,000",Ciputat,Ciputat,
"Bintaro Area sektor 2, Bintaro, Tangerang Selatan, Banten",6200000000.0,4.0,4.0,350.0,14090909.0,"6,200,000,000",,Bintaro,Bintaro
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",3250000000.0,5.0,4.0,210.0,18258427.0,"3,250,000,000",,Bintaro,Bintaro
"Jl. Pondok Cabe Raya, Pondok Cabe, Tangsel, Pamulang, Tangerang Selatan, Banten",2640000000.0,6.0,3.0,120.0,19130435.0,"2,640,000,000",Pamulang,,Pamulang
"Cluster Discovery Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",4350000000.0,5.0,4.0,210.0,32222222.0,"4,350,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 3, Bintaro, Tangerang Selatan, Banten",3500000000.0,5.0,3.0,200.0,19444444.0,"3,500,000,000",,Bintaro,Bintaro
"Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",3200000000.0,4.0,3.0,200.0,26016260.0,"3,200,000,000",,Bintaro,Bintaro
"Bintaro sektor 2 area, Bintaro, Tangerang Selatan, Banten",1562000000.0,3.0,3.0,86.0,26033333.0,"1,562,000,000",,Bintaro,Bintaro
"Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5900000000.0,5.0,5.0,300.0,23137255.0,"5,900,000,000",,Bintaro,Bintaro
"Bintaro, Bintaro, Tangerang Selatan, Banten",13800000000.0,4.0,5.0,400.0,18852459.0,"13,800,000,000",,Bintaro,Bintaro
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",6000000000.0,4.0,4.0,360.0,22471910.0,"6,000,000,000",,Bintaro,Bintaro
"Kompleks Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",2049999999.9999998,3.0,3.0,100.0,22777778.0,"2,050,000,000",Ciputat,Ciputat,Cirendeu
"JL WR SUPRATMAN MASUK 500 METER AKSES JL LEBAR, Ciputat Timur, Tangerang Selatan, Banten",11000000000.0,9.0,6.0,700.0,10617761.0,"11,000,000,000",Ciputat,Ciputat,
"Bintaro Jaya sektor 3 A, Bintaro, Tangerang Selatan, Banten",2500000000.0,10.0,10.0,154.0,10416667.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5975000000.0,5.0,5.0,300.0,23431373.0,"5,975,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2700000000.0,5.0,4.0,165.0,19014085.0,"2,700,000,000",,,BSD
"Ciputat, Tangerang Selatan, Banten",6400000000.0,5.0,2.0,400.0,17344173.0,"6,400,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",3425000000.0,4.0,4.0,183.0,20386905.0,"3,425,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1875000000.0,3.0,2.0,120.0,22865854.0,"1,875,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2875000000.0,3.0,2.0,150.0,15972222.0,"2,875,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2950000000.0,3.0,3.0,160.0,10350877.0,"2,950,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",7900000000.0,5.0,3.0,325.0,19036145.0,"7,900,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",1350000000.0,3.0,2.0,80.0,13775510.0,"1,350,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",7800000000.0,4.0,3.0,350.0,38235294.0,"7,800,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5570000000.0,4.0,4.0,192.0,37133333.0,"5,570,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,70.0,16250000.0,"1,300,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",5500000000.0,3.0,3.0,250.0,14627660.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4500000000.0,5.0,4.0,224.0,31250000.0,"4,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4500000000.0,4.0,3.0,180.0,30000000.0,"4,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3600000000.0,3.0,2.0,230.0,19251337.0,"3,600,000,000",,Bintaro,Bintaro
"Delatinos, BSD, Tangerang Selatan, Banten",2950000000.0,5.0,4.0,260.0,20486111.0,"2,950,000,000",,,BSD
"Ciputat, Tangerang Selatan, Banten",989000000.0,4.0,2.0,75.0,16483333.0,"989,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",2700000000.0,5.0,4.0,180.0,19852941.0,"2,700,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2985000000.0,5.0,5.0,220.0,22111111.0,"2,985,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1500000000.0,3.0,2.0,65.0,15306122.0,"1,500,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1550000000.0,3.0,2.0,75.0,15816327.0,"1,550,000,000",,,BSD
"Serpong, Tangerang Selatan, Banten",785000000.0,2.0,1.0,36.0,13083333.0,"785,000,000",Serpong,Serpong,Serpong
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",6000000000.0,5.0,4.0,350.0,22222222.0,"6,000,000,000",,Bintaro,Bintaro
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",4500000000.0,4.0,4.0,250.0,22959184.0,"4,500,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",1200000000.0,6.0,3.0,89.0,35294118.0,"1,200,000,000",,,BSD
"Ciputat, Tangerang Selatan, Banten",3100000000.0,5.0,4.0,200.0,15736041.0,"3,100,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",800000000.0,4.0,3.0,100.0,5128205.0,"800,000,000",,,BSD
"Melinjo, BSD, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,350.0,8750000.0,"3,500,000,000",,,BSD
"Jl. Cabe 3- Pondok cabe Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",1080000000.0,3.0,2.0,65.0,15652174.0,"1,080,000,000",Ciputat,Ciputat,
"Jl. Aria putra - Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",890000000.0,2.0,2.0,40.0,14833333.0,"890,000,000",Ciputat,Ciputat,
"Jl. WR Supratman - Pondok Ranji Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",1300000000.0,4.0,2.0,140.0,11304348.0,"1,300,000,000",Ciputat,Ciputat,
"Icon bsd city, BSD, Tangerang Selatan, Banten",4300000000.0,4.0,3.0,220.0,22994652.0,"4,300,000,000",,,BSD
"Jl. Cabe -Pondok cabe Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",1100000000.0,3.0,2.0,65.0,11578947.0,"1,100,000,000",Ciputat,Ciputat,
"Tekukur, Ciputat Timur, Tangerang Selatan, Banten",11500000000.0,6.0,4.0,266.0,13157895.0,"11,500,000,000",Ciputat,Ciputat,
"Pondok Aren, Tangerang Selatan, Banten",2450000000.0,4.0,3.0,134.0,18421053.0,"2,450,000,000",Pondok Aren,Pondok Aren,
"The mozia, BSD city, BSD, Tangerang Selatan, Banten",1850000000.0,3.0,2.0,78.0,26428571.0,"1,850,000,000",,,BSD
"Jalan Cucur, Bintaro, Tangerang Selatan, Banten",1500000000.0,2.0,1.0,66.0,16666667.0,"1,500,000,000",,Bintaro,Bintaro
"JL LENGKONG RAYA ALHUSAINY BSD, BSD, Tangerang Selatan, Banten",690000077.0,3.0,2.0,45.0,11500001.0,"690,000,077",,,BSD
"Bintaro, Tangerang Selatan, Banten",2400000000.0,4.0,3.0,100.0,18897638.0,"2,400,000,000",,Bintaro,Bintaro
"Bsd Griya Loka, BSD, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,150.0,11111111.0,"2,000,000,000",,,BSD
"Komplek Pamulang Estate, Pamulang, Tangerang Selatan, Banten",1250000000.0,3.0,2.0,150.0,10504202.0,"1,250,000,000",Pamulang,,Pamulang
"Puri Bintaro, Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",1800000000.0,3.0,3.0,190.0,21428571.0,"1,800,000,000",,Bintaro,Bintaro
