listing-location,price,bed,bath,listing-floorarea,harga_permeter_persegi,price_formatted,district,sub-district,area
"Cluster Carissa Graha Raya, Serpong Utara, Tangerang Selatan, Banten",1350000000.0,3.0,2.0,84.0,18750000.0,"1,350,000,000",Serpong,Serpong Utara,Serpong
"Serpong, Tangerang Selatan, Banten",2100000000.0,4.0,4.0,120.0,16406250.0,"2,100,000,000",Serpong,Serpong,Serpong
"Bintaro, Tangerang Selatan, Banten",1700000000.0,4.0,4.0,105.0,17708333.0,"1,700,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",6900000000.0,6.0,6.0,405.0,30000000.0,"6,900,000,000",,,BSD
"Jl kebon kopi pengasinan gunung Sindur, Serpong, Tangerang Selatan, Banten",750000000.0,3.0,3.0,73.0,8522727.0,"750,000,000",Serpong,Serpong,Serpong
"Alam Sutera, Tangerang Selatan, Banten",1650000000.0,3.0,3.0,90.0,22602740.0,"1,650,000,000",,,Alam Sutera
"Jl. Pipit Kompas, Kampung Sawah, Ciputat, Ciputat, Tangerang Selatan, Banten",3200000000.0,3.0,2.0,200.0,21333333.0,"3,200,000,000",Ciputat,Ciputat,
"Jalan cendana, Ciputat Timur, Tangerang Selatan, Banten",700000000.0,3.0,3.0,52.0,8750000.0,"700,000,000",Ciputat,Ciputat,
"Jl. Ambon Nusa Loka, BSD, Tangerang Selatan, BSD, Tangerang Selatan, Banten",1850000000.0,3.0,2.0,90.0,22023810.0,"1,850,000,000",,,BSD
"Jl. Sukamulya Raya, Serua Indah, Ciputat, Tangerang Selatan, Banten",900000000.0,3.0,2.0,85.0,8490566.0,"900,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",1800000000.0,3.0,3.0,88.0,30000000.0,"1,800,000,000",,,BSD
"Perumahan Bintaro Sektor 3, Pondok Aren, Tangerang Selatan, Banten",10500000000.0,4.0,3.0,700.0,9154316.0,"10,500,000,000",Pondok Aren,Pondok Aren,Bintaro
"Sektor 1, Bintaro, Tangerang Selatan, Banten",9700000000.0,8.0,6.0,420.0,20250522.0,"9,700,000,000",,Bintaro,Bintaro
"Curug Sangereng, Tangerang, gading serpong, Bintaro, Tangerang Selatan, Banten",1215200000.0,2.0,2.0,53.0,30380000.0,"1,215,200,000",Serpong,Serpong,Bintaro
"Jalan kebon kopi, Ciputat, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,7500000.0,"600,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",3300000000.0,4.0,3.0,152.0,24444444.0,"3,300,000,000",,Bintaro,Bintaro
"jl. BSD boulevard utara, BSD, Tangerang Selatan, Banten",21749000000.0,5.0,5.0,544.0,57997333.0,"21,749,000,000",,,BSD
"Savia BSD, BSD, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,133.0,32142857.0,"3,600,000,000",,,BSD
"De Nara Bsd Cityan, BSD, Tangerang Selatan, Banten",10000000000.0,5.0,5.0,650.0,22222222.0,"10,000,000,000",,,BSD
"Jl. Lkr Bumi Botanika Utara, Serpong, Tangerang Selatan, Banten",6532165800.0,4.0,4.0,248.0,36289810.0,"6,532,165,800",Serpong,Serpong,Serpong
"Kebayoran Symponi, Bintaro, Tangerang Selatan, Banten",5600000000.0,4.0,3.0,249.0,27450980.0,"5,600,000,000",,Bintaro,Bintaro
"Sekolah Al Azhar BSD, Bintaro, Tangerang Selatan, Banten",5500000000.0,6.0,4.0,240.0,16417910.0,"5,500,000,000",,Bintaro,Bintaro
"De Park BSD, BSD, Tangerang Selatan, Banten",4700000000.0,5.0,5.0,180.0,23500000.0,"4,700,000,000",,,BSD
"Jalan Raya Ciputat Parung, Pamulang, Tangerang Selatan, Banten",948000000.0,3.0,1.0,45.0,8777778.0,"948,000,000",Ciputat,Ciputat,Pamulang
"Bintaro, Tangerang Selatan, Banten",3700000000.0,6.0,5.0,300.0,15811966.0,"3,700,000,000",,Bintaro,Bintaro
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2800000000.0,4.0,4.0,162.0,22400000.0,"2,800,000,000",,Bintaro,Bintaro
"Cluster Valencia, Bintaro, Tangerang Selatan, Banten",2700000000.0,4.0,2.0,227.0,11894273.0,"2,700,000,000",,Bintaro,Bintaro
"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",7650000000.0,8.0,6.0,498.0,14433962.0,"7,650,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2200000000.0,2.0,2.0,69.0,20952381.0,"2,200,000,000",,,BSD
"Komp Duta Loka, Pondok Aren, Tangerang Selatan, Banten",4000000000.0,5.0,3.0,300.0,5925926.0,"4,000,000,000",Pondok Aren,Pondok Aren,
"Pondok Indah, Bintaro, Tangerang Selatan, Banten",6500000000.0,4.0,4.0,200.0,40625000.0,"6,500,000,000",,Bintaro,Bintaro
"Serpong, Tangerang Selatan, Banten",1751425000.0,3.0,3.0,104.0,20850298.0,"1,751,425,000",Serpong,Serpong,Serpong
"Malibu village gading serpong, Gading Serpong, Tangerang Selatan, Banten",45000000.0,3.0,2.0,55.0,937500.0,"45,000,000",Serpong,Serpong,Gading Serpong
"Mertilang, Bintaro, Tangerang Selatan, Banten",2950000000.0,4.0,3.0,200.0,14898990.0,"2,950,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5200000000.0,5.0,3.0,218.0,25490196.0,"5,200,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",1300000000.0,2.0,2.0,45.0,15476190.0,"1,300,000,000",Ciputat,Ciputat,
"Camar, Bintaro, Tangerang Selatan, Banten",3750000000.0,4.0,4.0,250.0,20833333.0,"3,750,000,000",,Bintaro,Bintaro
"JL Kampung Utan, Ciputat, Tangerang Selatan, Banten",17000000000.0,8.0,6.0,400.0,11024643.0,"17,000,000,000",Ciputat,Ciputat,
"jalan benda raya, pamulang, Pamulang, Tangerang Selatan, Banten",1475000000.0,3.0,2.0,111.0,12606838.0,"1,475,000,000",Pamulang,Benda,Pamulang
"Menteng Utama Sektor 7 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4200000000.0,4.0,3.0,250.0,20588235.0,"4,200,000,000",,Bintaro,Bintaro
"JL Cut Nyak Dien, Bintaro, Tangerang Selatan, Banten",5100000000.0,6.0,6.0,400.0,22666667.0,"5,100,000,000",,Bintaro,Bintaro
"Jl. Kemuning 3 Pamulang Barat, Pamulang, Tangerang Selatan, Banten",1500000000.0,4.0,3.0,80.0,25000000.0,"1,500,000,000",Pamulang,,Pamulang
"Cluster Eldora, Serpong Utara, Tangerang Selatan, Banten",1375000000.0,3.0,3.0,105.0,11458333.0,"1,375,000,000",Serpong,Serpong Utara,Serpong
"Jl. Ciwaru Tenjo Tangerang, Serpong, Tangerang Selatan, Banten",360000000.0,2.0,1.0,42.0,5454545.0,"360,000,000",Serpong,Serpong,Serpong
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2800000000.0,5.0,4.0,138.0,21538462.0,"2,800,000,000",,Bintaro,Bintaro
"Jl. Merak no. 10B Komplek Pajak Jurangmangu Timur, Bintaro, Tangerang Selatan, Banten",690000000.0,2.0,3.0,36.0,11500000.0,"690,000,000",,Bintaro,Bintaro
"Jl. Legoso Ciputat, Ciputat Timur, Tangerang Selatan, Banten",1350000000.0,3.0,2.0,98.0,17307692.0,"1,350,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",1750000000.0,3.0,2.0,110.0,18229167.0,"1,750,000,000",,Bintaro,Bintaro
"Bintaro sektor 8, Bintaro, Tangerang Selatan, Banten",4600000000.0,4.0,4.0,295.0,14420063.0,"4,600,000,000",,Bintaro,Bintaro
"nusaloka, BSD, Tangerang Selatan, Banten",1500000000.0,3.0,3.0,131.0,10416667.0,"1,500,000,000",,,BSD
"Jl. Canossa, Pondok Aren, Tangerang Selatan, Banten",690000000.0,2.0,1.0,36.0,11500000.0,"690,000,000",Pondok Aren,Pondok Aren,
"Cijantra, Pagedangan, Tangerang, BSD, Tangerang Selatan, Banten",1565250000.0,2.0,2.0,63.0,32609375.0,"1,565,250,000",,,BSD
"Nusaloka, Serpong, Tangerang Selatan, Banten",1150000000.0,2.0,1.0,45.0,9583333.0,"1,150,000,000",Serpong,Serpong,Serpong
"nusaloka, Serpong, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,130.0,20408163.0,"2,000,000,000",Serpong,Serpong,Serpong
"Vinca, BSD, Tangerang Selatan, Banten",1400000000.0,2.0,1.0,45.0,11666667.0,"1,400,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",3900000000.0,5.0,3.0,250.0,10833333.0,"3,900,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",33000000000.0,5.0,3.0,198.0,125000000.0,"33,000,000,000",,Bintaro,Bintaro
"Jalan Sawo, Pondok Benda, Pamulang, Pamulang, Tangerang Selatan, Banten",875000000.0,3.0,2.0,65.0,11217949.0,"875,000,000",Pamulang,Benda,Pamulang
"Bintaro, Tangerang Selatan, Banten",3000000000.0,4.0,4.0,220.0,19230769.0,"3,000,000,000",,Bintaro,Bintaro
"Pamulang, Pamulang, Tangerang Selatan, Banten",725000000.0,3.0,2.0,120.0,10069444.0,"725,000,000",Pamulang,,Pamulang
"Pondok Aren, Tangerang Selatan, Banten",675000000.0,2.0,1.0,45.0,11842105.0,"675,000,000",Pondok Aren,Pondok Aren,
"Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten",1850000000.0,4.0,3.0,100.0,16086957.0,"1,850,000,000",,Bintaro,Bintaro
"Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",1000000000.0,5.0,4.0,140.0,8771930.0,"1,000,000,000",Pondok Aren,Pondok Aren,
"BSD, Tangerang Selatan, Banten",835000000.0,4.0,3.0,100.0,5352564.0,"835,000,000",,,BSD
"Green Serpong Bintaro, Serpong, Tangerang Selatan, Banten",1090000000.0,2.0,1.0,41.0,15138889.0,"1,090,000,000",Serpong,Serpong,Bintaro
"Bintaro sektor 3A, Bintaro, Tangerang Selatan, Banten",2600000000.0,4.0,2.0,120.0,21666667.0,"2,600,000,000",,Bintaro,Bintaro
"Jl. Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1290000000.0,4.0,3.0,125.0,17916667.0,"1,290,000,000",Ciputat,Ciputat,
"Serpong, Tangerang Selatan, Banten",1450000000.0,2.0,2.0,75.0,16111111.0,"1,450,000,000",Serpong,Serpong,Serpong
"Pamulang, Tangerang Selatan, Banten",675000000.0,3.0,1.0,125.0,6750000.0,"675,000,000",Pamulang,,Pamulang
"Jl. Bratasena V No.10, Pamulang, Tangerang Selatan, Banten",590000000.0,2.0,1.0,40.0,9833333.0,"590,000,000",Pamulang,,Pamulang
"Pamulang, Tangerang Selatan, Banten",2700000000.0,4.0,3.0,296.0,8881579.0,"2,700,000,000",Pamulang,,Pamulang
"Jl.Lkr Bumi Botanika Utara, Serpong, Tangerang Selatan, Banten",6387006560.0,4.0,4.0,248.0,35483370.0,"6,387,006,560",Serpong,Serpong,Serpong
"Pamulang, Tangerang Selatan, Banten",750000000.0,3.0,2.0,186.0,7500000.0,"750,000,000",Pamulang,,Pamulang
"Jl. Bratasena V No.10, Pamulang, Tangerang Selatan, Banten",590000000.0,2.0,1.0,40.0,9833333.0,"590,000,000",Pamulang,,Pamulang
"Pamulang, Tangerang Selatan, Banten",2700000000.0,4.0,3.0,296.0,8881579.0,"2,700,000,000",Pamulang,,Pamulang
"Jl.Lkr Bumi Botanika Utara, Serpong, Tangerang Selatan, Banten",6387006560.0,4.0,4.0,248.0,35483370.0,"6,387,006,560",Serpong,Serpong,Serpong
"Pamulang, Tangerang Selatan, Banten",750000000.0,3.0,2.0,186.0,7500000.0,"750,000,000",Pamulang,,Pamulang
"The icon, BSD, Tangerang Selatan, Banten",6900000000.0,6.0,5.0,401.0,30000000.0,"6,900,000,000",,,BSD
"jl.benda 11,Pamulang 2,tangsel, Alam Sutera, Tangerang Selatan, Banten",645000003.0,3.0,2.0,50.0,10750000.0,"645,000,003",Pamulang,Benda,Pamulang
"jl.benda 11,Pamulang 2,tangsel, Serpong, Tangerang Selatan, Banten",645000011.0,3.0,2.0,50.0,10750000.0,"645,000,011",Pamulang,Serpong,Pamulang
"Bintaro sektor 3a, Bintaro, Tangerang Selatan, Banten",1500000000.0,2.0,2.0,72.0,25000000.0,"1,500,000,000",,Bintaro,Bintaro
"jl.benda 11,Pamulang,tangsel, Pondok Aren, Tangerang Selatan, Banten",645000020.0,3.0,2.0,50.0,10750000.0,"645,000,020",Pamulang,Pondok Aren,Pamulang
"jl.benda 11,Pamulang 2,tangsel, Ciputat, Tangerang Selatan, Banten",645000055.0,3.0,2.0,50.0,10750001.0,"645,000,055",Ciputat,Ciputat,Pamulang
"jl.benda 11,benda 2, tangsel, Pamulang, Tangerang Selatan, Banten",645000012.0,3.0,2.0,50.0,10750000.0,"645,000,012",Pamulang,Benda,Pamulang
"Bintaro, Tangerang Selatan, Banten",888000000.0,2.0,2.0,72.0,14800000.0,"888,000,000",,Bintaro,Bintaro
"jl.benda 11,tangsel, BSD, Tangerang Selatan, Banten",645000001.0,3.0,2.0,50.0,10750000.0,"645,000,001",,Benda,BSD
"jl benda 11,Pamulang 2,tangsel, Ciputat, Tangerang Selatan, Banten",645000011.0,3.0,2.0,50.0,10750000.0,"645,000,011",Ciputat,Ciputat,Pamulang
"jl.benda 11,Pamulang 2, tangsel, Ciputat Timur, Tangerang Selatan, Banten",644000004.0,3.0,2.0,50.0,10733333.0,"644,000,004",Ciputat,Ciputat,Pamulang
"jl.benda 11,Pamulang 2,Tangsel,, Alam Sutera, Tangerang Selatan, Banten",645001100.0,3.0,2.0,50.0,10750018.0,"645,001,100",Pamulang,Benda,Pamulang
"jl.benda 11,Pamulang 2,tangsel, Ciputat Timur, Tangerang Selatan, Banten",645000011.0,3.0,2.0,50.0,10750000.0,"645,000,011",Ciputat,Ciputat,Pamulang
"Jln kebon kopi, Pamulang, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Pamulang,,Pamulang
"bsd city, Gading Serpong, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,118.0,25510204.0,"2,500,000,000",Serpong,Serpong,BSD
"bsd city, Pondok Aren, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,118.0,25510204.0,"2,500,000,000",Pondok Aren,Pondok Aren,BSD
"Jln kebon kopi gg betet, Alam Sutera, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",,,Alam Sutera
"Jln kebon kopi pengasinan, Serpong, Tangerang Selatan, Banten",600000000.0,3.0,2.0,66.0,10000000.0,"600,000,000",Serpong,Serpong,Serpong
"Cluster Celesta, Serpong Utara, Tangerang Selatan, Banten",1200000000.0,3.0,1.0,72.0,15000000.0,"1,200,000,000",Serpong,Serpong Utara,Serpong
"Bintaro, Tangerang Selatan, Banten",1295000000.0,5.0,4.0,144.0,17986111.0,"1,295,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2500000000.0,3.0,2.0,100.0,16778523.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,162.0,18181818.0,"2,000,000,000",,Bintaro,Bintaro
"JL. Benda Pamulang, Pamulang, Tangerang Selatan, Banten",890000000.0,3.0,2.0,70.0,12714286.0,"890,000,000",Pamulang,Benda,Pamulang
"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten",6200000000.0,5.0,4.0,277.0,43055556.0,"6,200,000,000",Serpong,Serpong Utara,Serpong
"BSD, Tangerang Selatan, Banten",6900000000.0,5.0,4.0,401.0,30000000.0,"6,900,000,000",,,BSD
"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten",4099999999.9999995,4.0,3.0,195.0,37962963.0,"4,100,000,000",Serpong,Serpong Utara,Serpong
"Ciputat, Tangerang Selatan, Banten",1450000000.0,2.0,1.0,90.0,12083333.0,"1,450,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",1400000000.0,4.0,3.0,180.0,10769231.0,"1,400,000,000",,,BSD
"Medang, Pagedangan, gading serpong, BSD, Tangerang Selatan, Banten",1589300000.0,3.0,2.0,69.0,26488333.0,"1,589,300,000",Serpong,Serpong,BSD
"BSD, Tangerang Selatan, Banten",8199999999.999999,5.0,5.0,480.0,32156863.0,"8,200,000,000",,,BSD
"gading serpong, Serpong Utara, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,92.0,28571429.0,"2,400,000,000",Serpong,Serpong Utara,Gading Serpong
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,92.0,28571429.0,"2,400,000,000",Serpong,Serpong,Gading Serpong
"Emerald Bintaro, Pondok Aren, Tangerang Selatan, Banten",2350000000.0,4.0,4.0,89.0,27976190.0,"2,350,000,000",Pondok Aren,Pondok Aren,Bintaro
"Ciputat, Tangerang Selatan, Banten",675000000.0,2.0,1.0,43.0,9375000.0,"675,000,000",Ciputat,Ciputat,
"Jl. Danau Maninjau, BSD, Tangerang Selatan, Banten",15000000000.0,5.0,7.0,800.0,23291925.0,"15,000,000,000",,,BSD
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",5900000000.0,6.0,7.0,240.0,36875000.0,"5,900,000,000",Serpong,Lengkong Gudang,Serpong
"Fortune Spring Graha, Ciputat, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,53.0,14444444.0,"1,300,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",2500000000.0,3.0,2.0,107.0,11848341.0,"2,500,000,000",,,BSD
"Nara Village, Jalan Proklamasi, Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",3500000000.0,3.0,3.0,116.0,29166667.0,"3,500,000,000",Serpong,Serpong,Gading Serpong
"Jopos Graha Lestari, Pondok Aren, Tangerang Selatan, Banten",2000000000.0,3.0,3.0,250.0,5882353.0,"2,000,000,000",Pondok Aren,Pondok Aren,
"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",2200000000.0,3.0,2.0,84.0,30555556.0,"2,200,000,000",,Bintaro,Bintaro
"Alam Sutera, Tangerang Selatan, Banten",3100000000.0,3.0,3.0,110.0,17714286.0,"3,100,000,000",,,Alam Sutera
"Jalan Garuda, Pondok Aren, Tangerang Selatan, Banten",1550000000.0,3.0,3.0,130.0,13839286.0,"1,550,000,000",Pondok Aren,Pondok Aren,
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",4999000000.0,4.0,3.0,244.0,24504902.0,"4,999,000,000",,Bintaro,Bintaro
"Cluster Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2200000000.0,4.0,4.0,150.0,18333333.0,"2,200,000,000",Serpong,Serpong,Gading Serpong
"Pamulang, Tangerang Selatan, Banten",1649999999.0,4.0,3.0,220.0,6470588.0,"1,649,999,999",Pamulang,,Pamulang
"gading serpong, Serpong Utara, Tangerang Selatan, Banten",2900000000.0,3.0,2.0,132.0,25892857.0,"2,900,000,000",Serpong,Serpong Utara,Gading Serpong
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",2900000000.0,3.0,2.0,132.0,25892857.0,"2,900,000,000",Serpong,Serpong,Gading Serpong
"Flo Residence, Ciputat Timur, Tangerang Selatan, Banten",2400000000.0,3.0,3.0,120.0,18897638.0,"2,400,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",5500000000.0,6.0,7.0,300.0,27500000.0,"5,500,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2850000000.0,5.0,4.0,131.0,13443396.0,"2,850,000,000",,Bintaro,Bintaro
"Bintaro, Bintaro, Tangerang Selatan, Banten",11000000000.0,10.0,4.0,750.0,12101210.0,"11,000,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",1300000000.0,2.0,2.0,110.0,10400000.0,"1,300,000,000",,,BSD
"Jl. Bumi Botanika, Serpong, Tangerang Selatan, Banten",9227284200.0,4.0,4.0,250.0,29669724.0,"9,227,284,200",Serpong,Serpong,Serpong
"BSD, Tangerang Selatan, Banten",2150000000.0,5.0,4.0,150.0,21938776.0,"2,150,000,000",,,BSD
"Jl. Hasyim Ashari, Cipondoh, Ciledug, Tangerang Selatan, Banten",50000000.0,2.0,2.0,50.0,833333.0,"50,000,000",,,
"Fortune garden, Bintaro, Tangerang Selatan, Banten",1213800000.0,2.0,2.0,55.0,20230000.0,"1,213,800,000",,Bintaro,Bintaro
"Jl. Pondok Hijau Golf Raya Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",4400000000.0,5.0,4.0,230.0,18333333.0,"4,400,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2600000000.0,3.0,2.0,133.0,20634921.0,"2,600,000,000",Serpong,Serpong,Gading Serpong
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",3400000000.0,3.0,3.0,172.0,25000000.0,"3,400,000,000",,Bintaro,Bintaro
"Serpong Utara, Tangerang Selatan, Banten",3200000000.0,6.0,4.0,300.0,7494145.0,"3,200,000,000",Serpong,Serpong Utara,Serpong
"Jalan gandasasmita, Ciputat, Tangerang Selatan, Banten",800000000.0,2.0,1.0,91.0,15384615.0,"800,000,000",Ciputat,Ciputat,
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",6500000000.0,4.0,3.0,250.0,31862745.0,"6,500,000,000",,Bintaro,Bintaro
"Jombang raya, Ciputat, Tangerang Selatan, Banten",1280000000.0,3.0,2.0,64.0,21333333.0,"1,280,000,000",Ciputat,Ciputat,
"Plumeria GR 23, Pondok Aren, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,69.0,20000000.0,"1,200,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",1500000000.0,3.0,2.0,156.0,16666667.0,"1,500,000,000",,Bintaro,Bintaro
"Jl Elang, Bintaro, Tangerang Selatan, Banten",12500000000.0,7.0,4.0,700.0,13888889.0,"12,500,000,000",,Bintaro,Bintaro
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",4250000000.0,3.0,3.0,179.0,18888889.0,"4,250,000,000",,Bintaro,Bintaro
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",8250000000.0,5.0,2.0,500.0,14732143.0,"8,250,000,000",,Bintaro,Bintaro
"Jl Perkutut, Bintaro, Tangerang Selatan, Banten",2200000000.0,3.0,1.0,200.0,12222222.0,"2,200,000,000",,Bintaro,Bintaro
"Pamulang, Tangerang Selatan, Banten",700000000.0,3.0,1.0,40.0,10606061.0,"700,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",6500000000.0,3.0,3.0,220.0,36111111.0,"6,500,000,000",,Bintaro,Bintaro
"Jl. Bumi Botanika, Serpong, Tangerang Selatan, Banten",8919708060.0,4.0,4.0,250.0,28680733.0,"8,919,708,060",Serpong,Serpong,Serpong
"Ciputat, Tangerang Selatan, Banten",4000000000.0,3.0,2.0,250.0,10000000.0,"4,000,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",875000000.0,4.0,2.0,200.0,6730769.0,"875,000,000",Pamulang,,Pamulang
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",7500000000.0,5.0,6.0,350.0,33333333.0,"7,500,000,000",,Bintaro,Bintaro
"Jl Cirendeu Raya, Ciputat Timur, Tangerang Selatan, Banten",1600000000.0,3.0,3.0,115.0,20253165.0,"1,600,000,000",Ciputat,Ciputat,Cirendeu
"Bintaro, Tangerang Selatan, Banten",2700000000.0,3.0,2.0,117.0,25714286.0,"2,700,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",3900000000.0,6.0,3.0,250.0,10833333.0,"3,900,000,000",Serpong,Serpong,Gading Serpong
"Derio, Serpong, Tangerang Selatan, Banten",2950000000.0,4.0,3.0,260.0,20486111.0,"2,950,000,000",Serpong,Serpong,Serpong
"Bintaro, Tangerang Selatan, Banten",2550000000.0,4.0,3.0,170.0,19172932.0,"2,550,000,000",,Bintaro,Bintaro
"Bintaro jaya sektor 5, Bintaro, Tangerang Selatan, Banten",3500000000.0,5.0,4.0,186.0,13888889.0,"3,500,000,000",,Bintaro,Bintaro
"Bintaro pondok ranji, Bintaro, Tangerang Selatan, Banten",3375000000.0,5.0,4.0,310.0,16071429.0,"3,375,000,000",,Bintaro,Bintaro
"Discovery Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",4200000000.0,4.0,3.0,160.0,31111111.0,"4,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3950000000.0,2.0,2.0,100.0,7596154.0,"3,950,000,000",,Bintaro,Bintaro
"Bintaro JayaSektor 5, Bintaro, Tangerang Selatan, Banten",4950000000.0,4.0,4.0,260.0,18750000.0,"4,950,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",3950000000.0,4.0,5.0,350.0,30152672.0,"3,950,000,000",,Bintaro,Bintaro
"DEKAT MALL  BINTARO PLAZA, Bintaro, Tangerang Selatan, Banten",4900000000.0,4.0,5.0,350.0,9800000.0,"4,900,000,000",,Bintaro,Bintaro
"Bintaro Jaya Sektor 3deket Mall Plaza Bintaro, Bintaro, Tangerang Selatan, Banten",7750000000.0,5.0,3.0,412.0,21527778.0,"7,750,000,000",,Bintaro,Bintaro
"JL NUSA, Bintaro, Tangerang Selatan, Banten",4900000000.0,4.0,5.0,350.0,9800000.0,"4,900,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",3100000000.0,4.0,4.0,170.0,26495726.0,"3,100,000,000",,Bintaro,Bintaro
"Bintaro jaya, Bintaro, Tangerang Selatan, Banten",11500000000.0,4.0,5.0,575.0,19166667.0,"11,500,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",1180000000.0,2.0,2.0,100.0,12291667.0,"1,180,000,000",Ciputat,Ciputat,
"Jl Cirendeu Raya, Ciputat Timur, Tangerang Selatan, Banten",5900000000.0,3.0,3.0,600.0,10350877.0,"5,900,000,000",Ciputat,Ciputat,Cirendeu
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2900000000.0,3.0,2.0,117.0,27619048.0,"2,900,000,000",,Bintaro,Bintaro
"Pamulang, Pamulang, Tangerang Selatan, Banten",2100000000.0,3.0,2.0,92.0,9210526.0,"2,100,000,000",Pamulang,,Pamulang
"Pinguin, Bintaro, Tangerang Selatan, Banten",10750000000.0,3.0,3.0,500.0,21500000.0,"10,750,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2300000000.0,4.0,3.0,190.0,12777778.0,"2,300,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",925000000.0,2.0,1.0,51.0,10511364.0,"925,000,000",Pondok Aren,Pondok Aren,
